Date,Time,Network,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views
24/01/2019,5:54 PM,Twitter,Video, ,"We will be live at #SMWLagos from 04-08 February, 2019.  Come by, get social with us and let’s keep you #MovingForward. Follow us for more details. @SMWLagos https://t.co/qnIYoSIXxQ",0,"231,747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/01/2019,6:17 PM,Twitter,Photo, ,Every child deserves the right to be educated. Let's help you fulfill that right with our Education Trust and give your child the opportunity to change the world. #EducationDay https://t.co/mGeUW3q2Rt,"2,319","237,565",2.20%,51,21,1,8,0,0,21,21,9,1,6,5,0,0,0,9
24/01/2019,7:00 PM,Twitter,Video, ,"#TBT to @cobhams_asuquo serving wisdom for beating the odds at last year’s Youth Leadership Series. 
Join us for more inspiration from this year’s speakers. Click this link to register: https://t.co/Ht4GcPAuV5  
#AgainstAllOdds https://t.co/tEoNDyk4yJ","1,682","231,411",1.84%,31,7,0,7,0.18%,3,14,17,8,1,4,1,0,0,0,73
23/01/2019,12:31 PM,Twitter,Photo, ,"Yes, you read right! The sensational @TeniEntertainer  will be performing live at this year’s Youth Leadership Series! 
How exciting is that? 
You definitely don’t want to miss this!
Follow this link to register:
https://t.co/Ht4GcPAuV5
#AgainstAllOdds https://t.co/TFRNJG5csk","2,936","286,826",8.48%,249,68,1,30,0.54%,16,134,150,89,2,29,14,0,0,0,89
23/01/2019,4:45 PM,Twitter,Photo, ,This is what our 10 year challenge looks like. Think about the next ten years. Let’s help you plan ahead; start a pension plan with the largest pension administrator in Nigeria. Call 01 271 6000 or email pensionsolutions@stanbicibtc.com to get started. #WealthWednesday https://t.co/xAE2E8vTXZ,0,"229,089",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/01/2019,7:51 PM,Twitter,Photo,Sophia Amuka,This is what our 10 year challenge looks like. Think about the next ten years and let’s help you plan ahead. Start a pension plan with us today. Call 01 271 6000 or email pensionsolution@stanbicibtc.com to get started. #WealthWednesday https://t.co/UZvdvjBxm5,"3,182","242,164",5.75%,183,23,0,19,0.03%,1,140,141,123,0,15,2,0,0,0,123
22/01/2019,10:00 AM,Twitter,Photo, ,Call us now on 01 2706800  or email SITLAgency@stanbicibtc.com and let’s help you start preparing for the next school cycle and avoid the stress that comes with school fees payment. https://t.co/ntIhBvxYze,"2,227","231,777",2.56%,57,13,0,12,0.04%,1,31,32,22,0,7,2,0,0,0,22
22/01/2019,11:00 AM,Twitter,Photo, ,"Kemi’s work is awesome – if you’ve seen The Wedding Party and King of Boys, you’ll agree with us.
She will be sharing her inspirational journey with us at this year’s Youth Leadership Series.
Click here to register: https://t.co/Ht4GcPAuV5 
#AgainstAllOdds https://t.co/HxxmQTbsHS","12,234","807,471",23.32%,"2,853","1,880",22,326,0.49%,60,565,625,485,2,67,11,0,0,0,485
22/01/2019,12:00 PM,Twitter,Photo, ,"Meet sources of inspiration at this year’s Youth Leadership Series. Click here to register: https://t.co/Ht4GcPAuV5 
#AgainstAllOdds https://t.co/iYEMoXp7Mr","2,028","244,172",8.58%,174,21,0,16,0.84%,17,120,137,103,0,15,2,0,0,0,103
22/01/2019,1:00 PM,Twitter,Photo, ,"#PersonalFinanceTip
Multiple investments = Multiple income streams = Multiple returns https://t.co/71BKpJIPtk","2,112","232,558",2.94%,62,10,0,12,0,0,40,40,34,0,6,0,0,0,0,34
21/01/2019,8:30 AM,Twitter,Photo, ,#MotivationMonday. Your future has already begun. Come get inspired at the Stanbic IBTC Youth Leadership series. #NeverStop #MovingForward. https://t.co/oYyYAjaWC6,"2,681","231,945",2.16%,58,18,0,15,0,0,25,25,17,0,7,1,0,0,0,17
21/01/2019,11:25 AM,Twitter,Photo, ,"We are pleased to present our speakers at this year’s Youth Leadership Series. Come get inspired on the 1st of February at Grandeur Events Centre, Ikeja.
#AgainstAllOdds https://t.co/4EJK28f0IC",0,"233,888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/01/2019,1:27 PM,Twitter,Photo, ,"We are pleased to present our speakers at this year’s Youth Leadership Series. Come get inspired on the 1st of February at Grandeur Events Centre, Ikeja.
Click here to register: https://t.co/Ht4GcPAuV5 
#AgainstAllOdds https://t.co/jDawslypEi","3,275","252,138",6.84%,224,45,1,27,0.34%,11,140,151,124,1,14,1,0,0,0,124
21/01/2019,2:00 PM,Twitter,Photo, ,"To get started, call 01280 1266 or send an email to assetmanagement@stanbicibtc.com. https://t.co/e0KCYO2cHU","2,260","231,230",1.99%,45,9,1,8,0,0,27,27,17,0,9,1,0,0,0,17
21/01/2019,8:26 PM,Twitter,Photo,Sophia Amuka,"Kemi’s work is awesome – if you’ve seen The Wedding Party and King of Boys, you’ll agree with us.
She will be sharing her inspirational journey with us at this year’s Youth Leadership Series.
Click here to register: https://t.co/Ht4GcPAuV5 
#AgainstAllOdds https://t.co/rYKsqcslPN",0,"241,169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/01/2019,9:21 PM,Twitter,Photo,Sophia Amuka,"Made for such a time as this, Abisoye Ajayi-Akinfolarin established Pearls Africa Youth Foundation in 2012 to help girls in disadvantaged areas. She will be speaking at this year’s Youth Leadership Series.
Click here to register: https://t.co/Ht4GcPAuV5 
#AgainstAllOdds https://t.co/NHLxaOlrT6","6,873","497,612",26.49%,"1,821","1,450",21,218,0.12%,8,124,132,70,0,42,12,0,0,0,70
19/01/2019,10:00 AM,Twitter,Photo, ,#CareerTip. “Reading is essential for those who seek to rise above the ordinary.” – Jim Rohn https://t.co/LMClTpt1UX,"2,287","229,614",2.06%,47,14,0,11,0,0,22,22,16,0,4,2,0,0,0,16
19/01/2019,1:00 PM,Twitter,Photo, ,"*909#, the code with multiple benefits; dial it today. https://t.co/2kmMDl90Er","2,471","229,952",2.35%,58,11,1,10,0.04%,1,35,36,26,0,8,1,0,0,0,26
19/01/2019,2:51 PM,Twitter,Photo, ,"Founder and CEO of Farmcrowdy, Nigeria’s First Digital Agric. platform, Onyeka Akumah is recognized for his innovative way of fusing Technology with Agriculture.
He will be speaking at the Youth Leadership Series.
Click here to register - https://t.co/Ht4GcPAuV5 
#AgainstAllOdds https://t.co/QwcDLTFxyS","16,159","726,699",19.52%,"3,154","2,122",35,424,0.82%,133,439,572,299,16,106,18,1,1,0,299
18/01/2019,9:00 AM,Twitter,Photo, ,"Bad things will not be your portion. But, you should get the #BestInsuranceDeals just in case…. Call 01 277 0394 now for more details. https://t.co/B5nfjcc647","2,557","233,769",2.74%,70,17,1,15,0,0,37,37,28,0,6,3,0,0,0,28
18/01/2019,1:00 PM,Twitter,Photo, ,F.R.I.D.A.Y #TGIF https://t.co/tpFn5hGFjh,"3,075","230,357",1.89%,58,12,3,8,0.03%,1,34,35,17,0,10,7,0,0,0,17
18/01/2019,3:00 PM,Twitter,Photo, ,"We are pleased to present our speakers at this year’s Youth Leadership Series.
Come get inspired on the 1st of February at Grandeur Events Centre, Ikeja.
#AgainstAllOdds https://t.co/gESdtJNTvn",0,"233,145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/01/2019,7:40 AM,Twitter,Photo, ,"To qualify, spend over $250 this season to get rewarded with 1-5% of your total spend as cashback. Offer valid till January 30, 2019. For more information, please call 01 422 2222 or email CustomerCareNigeria@stanbicibtc.com https://t.co/aKtmDVjGeh","2,426","232,516",3.38%,82,47,1,11,0,0,23,23,16,0,5,2,0,0,0,16
17/01/2019,10:00 AM,Twitter,Photo, ,"You can get your pension benefits at retirement. For answers to your pension-related questions, call our gurus on 01 271 6000 or email pensionsolution@stanbicibtc.com https://t.co/ZoY5BqwSLE","2,980","231,901",2.32%,69,20,4,10,0.07%,2,33,35,9,0,21,3,0,0,0,9
17/01/2019,2:00 PM,Twitter,Photo, ,#InterestingFacts 👇 👇 👇 https://t.co/mHh4GJ0tGh,"2,341","232,697",1.92%,45,9,0,9,0,0,27,27,25,1,1,0,0,0,0,25
17/01/2019,3:11 PM,Twitter,Video, ,"#ThrowBack to last year’s #SMWLagos. Get social with us again from 04 – 08 February, 2019. #MovingForward @SMWLagos https://t.co/E2rnMBQVqC","3,878","339,855",1.91%,74,17,1,15,0.03%,1,40,41,18,2,11,9,0,0,0,203
16/01/2019,9:27 AM,Twitter,Photo,Sophia Amuka,"We may not know much about your past, but we are more than happy and willing to start a #10YearChallenge with  you to your future.  Here’s to 10 years of successes and growth. #MovingForward https://t.co/A3jLJB7u3v","7,051","393,057",4.35%,307,45,2,34,0,0,226,226,193,1,22,10,0,0,0,193
16/01/2019,11:27 AM,Twitter,Photo, ,"To qualify, spend over $250 this season to get rewarded with 1-5% of your total spend as cashback. Offer valid till January 30, 2018. For more information, please call 01 422 2222 or email CustomerCareNigeria@stanbicibtc.com. https://t.co/tCsrCudiWd",0,"396,864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/01/2019,12:00 PM,Twitter,Photo,Sophia Amuka,"Show up for your future.
DATE: 1st February, 2019 
VENUE: University of Lagos Multipurpose Hall.
#AgainstTheOdds https://t.co/1IC3FC7kKG",0,"227,198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/01/2019,1:54 PM,Twitter,Photo, ,"Guys, how are you coping with this Harmattan Season? https://t.co/LhGPU0pPyM","5,151","238,383",2.41%,124,17,5,16,0.02%,1,85,86,51,0,33,1,0,0,0,51
16/01/2019,2:33 PM,Twitter,Photo,Sophia Amuka,"Show up for your future.
DATE: 1st February, 2019 
VENUE: Grandeur Events Centre, Ikeja, Lagos.
#AgainstTheOdds https://t.co/dgETyuLPYQ",0,"227,913",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16/01/2019,5:37 PM,Twitter,Photo,Sophia Amuka,"Show up for your future.
DATE: 1st February, 2019
VENUE: Grandeur Events Centre, Ikeja, Lagos.
#AgainstTheOdds https://t.co/nXwI47GKqO","2,452","234,004",4%,98,19,0,18,0.04%,1,60,61,45,2,9,4,0,0,0,45
15/01/2019,9:00 AM,Twitter,Photo,Sophia Amuka,"As we remember our uniformed men and women, we salute  the courage of the bravest and best and we thank you for your service. From all of us. #ArmedForcesRemembranceDay https://t.co/fXcnAXASgM","3,445","243,617",3.45%,119,29,1,21,0.03%,1,67,68,57,0,9,1,0,0,0,57
15/01/2019,10:00 AM,Twitter,Photo,Sophia Amuka,Get your child a great education and a bright future with child #SET. Please call 01 270 6800 or email SITLAgency@stanbicibtc.com to get started. https://t.co/4itB3FqSCO,"2,608","233,596",1.69%,44,12,1,15,0,0,16,16,11,2,2,1,0,0,0,11
15/01/2019,12:00 PM,Twitter,Photo,Sophia Amuka,"Get the charge you need to move forward. Be a part of the Youth Leadership Series, taking place on the 1st of February at the University of Lagos, Multipurpose Hall. #AgainstTheOdds #NeverStop #MovingForward https://t.co/9KA5yc9hUy",0,"228,372",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/01/2019,1:00 PM,Twitter,Photo, ,"#PersonalFinanceTip
Eating out can cost quite a bit. Making your own meals can save you some money. https://t.co/2C9w5xJFjH","2,455","231,373",2.24%,55,18,1,13,0,0,23,23,12,0,8,3,0,0,0,12
15/01/2019,9:45 PM,Twitter,Photo, ,"To qualify, spend over $250 this season to get rewarded with 1-5% of your total spend as cashback. Offer valid till January 30, 2018. For more information, please call 01 422 2222 or email CustomerCareNigeria@stanbicibtc.com. https://t.co/8hNul2PHtC",0,"228,619",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/01/2019,10:00 AM,Twitter,Photo, ,"#MondayMotivation 
Persevere. https://t.co/wx33el5BPB","3,091","237,393",2.52%,78,23,2,20,0,0,33,33,25,0,7,1,0,0,0,25
14/01/2019,12:00 PM,Twitter,Photo,Sophia Amuka,Save the date. #AgainstTheOdds https://t.co/OcDhPAHR3a,"2,918","234,223",4.04%,118,8,2,13,0.07%,2,93,95,83,2,6,2,0,0,0,83
14/01/2019,1:00 PM,Twitter,Photo, ,"Thinking of investing in our mutual funds this year? Here are some reasons why you should. To get started, call 01280 1266 or send an email to assetmanagement@stanbicibtc.com. https://t.co/AsRrmEBoz6","3,193","235,506",3.85%,123,18,3,19,0.03%,1,82,83,70,0,11,1,0,0,0,70
12/01/2019,10:00 AM,Twitter,Photo, ,You can run your business with ease with our multi-bank collection platforms. Send an email to enterprisedirect@stanbicibtc.com. https://t.co/Znkv8E4lg2,"2,279","231,867",1.45%,33,10,1,8,0.04%,1,13,14,7,0,2,4,0,0,0,7
12/01/2019,1:00 PM,Twitter,Photo, ,"#NaijaLife 50 kobo was first issued in 1973, alongside N1, N5 and N10 notes. Did you ever spend the kobo? https://t.co/98jpEepoX5","8,276","241,067",2.57%,213,55,28,18,0.05%,4,108,112,89,3,10,6,0,0,0,89
11/01/2019,9:30 AM,Twitter,Photo, ,"With us, you’ll get the #BestInsuranceDeals to cover your assets. Call 01 277 0394 or email insurancesolution@stanbicibtc.com today. https://t.co/4iLNKHtRyT","2,395","231,199",2.09%,50,9,1,9,0.04%,1,30,31,23,0,7,0,0,0,0,23
11/01/2019,1:00 PM,Twitter,Photo, ,Where’s your favorite place to eat-? #FoodieFriday https://t.co/HKn9iexi0I,"9,692","235,000",1.91%,185,30,20,10,0.03%,3,122,125,105,4,9,4,0,0,0,105
11/01/2019,2:05 PM,Twitter,Photo,Sophia Amuka,Get ready to be inspired at the Stanbic IBTC Youth Leadership Series. Details coming soon!! #AgainstTheOdds https://t.co/gLU6Yx1oMk,"3,076","236,973",1.89%,58,21,0,16,0,0,21,21,15,1,1,4,0,0,0,15
10/01/2019,9:00 AM,Twitter,Photo, ,We would love to help you #HappenToLife and make the future you see a reality. Call us today on 01 271 6000 or email pensionsolution@stanbicibtc.com. https://t.co/yYy5DUKuFg,"2,608","236,134",2.30%,60,15,2,16,0,0,27,27,8,1,16,2,0,0,0,8
10/01/2019,1:00 PM,Twitter,Text, ,"#MoneyTalk
How much do you think will make you ""wealthy“?","13,025","237,928",1.52%,198,59,69,14,0,0,56,56,0,13,18,25,0,0,1,0
09/01/2019,9:46 AM,Twitter,Photo,Sophia Amuka,#YouAre the future! Get ready to walk into endless possibilities. #AgainstTheOdds https://t.co/qWbmth3FP8,"2,261","228,971",1.37%,31,6,0,9,0,0,16,16,9,0,1,6,0,0,0,9
09/01/2019,1:28 PM,Twitter,Text, ,"It's 2019!!! 💃 Trust the year is getting off to a good start. We all want to be better versions of ourselves this year, and we are here to hold your hand on your journey to a better you. #WealthWednesday","4,154","241,745",2.07%,86,25,2,20,0,0,39,39,0,0,36,3,0,0,0,0
09/01/2019,5:00 PM,Twitter,Photo,Sophia Amuka,Get every school term started bright and colorful with a CHESS account. https://t.co/pZaTYy4e55,0,"227,847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2019,5:00 PM,Twitter,Photo,Sophia Amuka,Get every school term started bright and colorful with a CHESS account. https://t.co/MYCH0ggvXz,"2,567","232,966",1.83%,47,12,0,16,0,0,19,19,13,0,3,3,0,0,0,13
08/01/2019,10:00 AM,Twitter,Photo, ,Getting your will done is one of the smartest money moves you can make for you and your loved ones. Please call 01 270 6800 or email SITLAgency@stanbicibtc.com for answers to all your will-related questions. https://t.co/iQmdLYqMpS,"2,580","235,088",2.33%,60,14,1,20,0,0,25,25,13,0,9,3,0,0,0,13
08/01/2019,1:00 PM,Twitter,Photo, ,"#PersonalFinanceTip
Eating right and getting active can help you stay healthy. https://t.co/aMHI8xVklb","2,357","230,657",1.78%,42,13,0,13,0,0,16,16,13,1,2,0,0,0,0,13
07/01/2019,9:00 AM,Twitter,Photo, ,"#MondayMotivation
Make the new year count! #MovingForward https://t.co/cOQuC7MPj6","2,358","231,085",2.04%,48,15,1,13,0.04%,1,18,19,10,1,7,0,0,0,0,10
07/01/2019,1:00 PM,Twitter,Photo, ,"You have financial goals, we have the know-how to help you achieve them. Call us now on 01280 1266 https://t.co/xsBNFyfUjh","3,137","235,845",2.52%,79,16,2,17,0,0,44,44,28,0,12,4,0,0,0,28
05/01/2019,10:00 AM,Twitter,Photo, ,#SMETip Set yourself apart – What’s your selling point? https://t.co/ilmC1qCkip,"2,985","233,263",1.57%,47,12,1,10,0,0,24,24,19,0,4,1,0,0,0,19
05/01/2019,2:00 PM,Twitter,Photo, ,Every businesses has unique needs. That’s why we developed unique solutions for each business. Let’s help find yours. https://t.co/P7LOELVGGL,"10,325","371,903",1.10%,114,29,3,17,0.03%,3,62,65,40,0,15,7,0,0,0,40
04/01/2019,9:00 AM,Twitter,Photo, ,"With the #BestInsuranceDeals from us, you won’t be sweating when the bills come. https://t.co/TKyMxfUoeA","2,772","230,284",1.41%,39,7,0,10,0,0,22,22,12,2,4,4,0,0,0,12
04/01/2019,11:00 AM,Twitter,Photo, ,Begin 2019 right by investing in the FGN Bonds. Call 01 422 004 or send an email to stockbroking@stanbicibtc.com to invest now! https://t.co/gm0PULRe45,"2,735","229,602",1.83%,50,15,1,11,0,0,23,23,13,0,7,3,0,0,0,13
04/01/2019,7:05 PM,Twitter,Photo, ,Our mood when we realise its the first weekend of the new year!How are you feeling about the year so far? https://t.co/03AvxEyiVD,"5,700","235,354",4.70%,268,36,7,12,0.02%,1,212,213,188,0,19,5,0,0,0,188
03/01/2019,12:00 PM,Twitter,Photo, ,Every new level requires a new strategy. You can start your new year’s financial plans with Mutual Funds. Click here - https://t.co/IEohhy4NQg https://t.co/5oI2xiuNim,"3,096","235,417",3.10%,96,16,2,13,0.68%,21,44,65,9,0,32,3,0,0,0,9
03/01/2019,12:10 PM,Twitter,Photo, ,"With a Retirement Savings Account, you can #HappenToLife tomorrow. Talk to our gurus and start planning today. Call 01-2716000 or email pensionsolution@stanbicibtc.com https://t.co/GMeSVE1EYg",0,"227,688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/01/2019,1:30 PM,Twitter,Photo, ,"#ThursdayThoughts With a Retirement Savings Account, you can #HappenToLife tomorrow. Talk to our gurus and start planning today. Call 01-2716000 or email pensionsolution@stanbicibtc.com https://t.co/LP94T5gp3J","3,021","230,869",1.56%,47,14,0,18,0.03%,1,14,15,3,0,8,3,0,0,0,3
03/01/2019,5:30 PM,Twitter,Photo, ,"#ThrowbackThursday
What new year resolutions do you remember achieving from your childhood and how did you achieve them? https://t.co/e7xph3Jk0K","3,323","235,850",1.47%,49,12,0,13,0,0,24,24,7,0,12,5,0,0,0,7
02/01/2019,3:00 PM,Twitter,Photo, ,Education is a major key to a great future. Get your child #SET for the #NewYear and beyond. Call 01 270 6800 or email SITLAgency@stanbicibtc.com to get started. https://t.co/1ByYSPigKx,"3,272","231,332",1.53%,50,14,1,10,0.03%,1,24,25,5,0,15,4,0,0,0,5
01/01/2019,8:00 AM,Twitter,Photo,Sophia Amuka,"Here’s to a year of success, growth, joy and good things - all year long. From all of us here, #HappyNewYear and welcome to 2019. #MovingForward https://t.co/deEprRfF1Z","5,425","250,616",2.65%,144,49,4,37,0.02%,1,53,54,27,1,21,4,0,0,0,27
01/01/2019,1:42 PM,Twitter,Video, ,We know you wish good things for yourself this year. Let’s add ours to your list. Here’s to a great 2019. #MovingForward https://t.co/u8jPty5Ces,"4,328","239,282",1.71%,74,17,1,13,0.14%,6,37,43,26,0,5,6,0,0,0,192
31/12/2018,9:00 AM,Twitter,Photo, ,#MondayMotivation Set goals. Take steps. Keep #MovingForward https://t.co/SPFLhEB337,"1,061","232,196",3.96%,42,9,0,7,0,0,26,26,21,1,2,2,0,0,0,21
31/12/2018,12:00 PM,Twitter,Photo, ,"#MoneyTalk
What money goals have you set for the new year? https://t.co/P2tq7S7AGq","1,405","236,157",4.27%,60,12,1,8,0,0,39,39,33,1,3,2,0,0,0,33
31/12/2018,1:00 PM,Twitter,Photo, ,Our #top4of2018 is you – for all the things that you are. Thanks for making this year awesome. #YouAre #MovingForward https://t.co/hNq6I6tiNN,"1,385","371,097",5.70%,79,8,0,8,0.07%,1,62,63,56,1,4,1,0,0,0,56
31/12/2018,3:00 PM,Twitter,Text, ,What are you grateful for in 2018? #NewYearLoading #HappyNewYear,0,"234,121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/12/2018,5:18 PM,Twitter,Text, ,What are you most grateful for in 2018? #LastDayIn2018 #NewYearsEve,"2,066","239,563",1.26%,26,5,4,5,0,0,12,12,0,1,9,2,0,0,0,0
29/12/2018,9:00 AM,Twitter,Photo, ,Dialing *909# = banking with convenience. https://t.co/w5upmIawOU,"1,794","232,503",2.45%,44,9,3,8,0.06%,1,23,24,17,0,4,2,0,0,0,17
29/12/2018,2:00 PM,Twitter,Photo, ,"#NaijaLife Which “animal” do you prefer with your vegetable soup?
Image source: Dobbyssignature https://t.co/y5LdRuSOf5","4,966","236,969",5.34%,265,19,14,7,0.08%,4,221,225,207,1,11,2,0,0,0,207
29/12/2018,5:00 PM,Twitter,Photo, ,How do you plan to grow your finances this #NewYear? Share with us https://t.co/4MGesGnu1p,"2,127","235,540",2.12%,45,5,4,7,0.05%,1,28,29,18,1,6,3,0,0,0,18
28/12/2018,9:30 AM,Twitter,Photo, ,"#FridayThoughts 
Did you know that Jackie Chan is uninsurable because of the nature of his movie productions? Funny right? 🤓 https://t.co/KO0MIyGGHD","3,747","235,564",5.42%,203,18,3,12,0.05%,2,168,170,152,2,7,7,0,0,0,152
28/12/2018,1:00 PM,Twitter,Photo, ,#TGIF It's 4 Days to #NewYear! https://t.co/kWWDtmw6WH,"1,704","231,583",2.93%,50,8,5,5,0,0,32,32,13,0,14,5,0,0,0,13
27/12/2018,9:30 AM,Twitter,Photo, ,Sweet boys #HappenToLife by planning for it. https://t.co/orjBYad2nt,"2,380","239,386",5.67%,135,21,3,24,0.08%,2,85,87,56,4,19,6,0,0,0,56
27/12/2018,4:00 PM,Twitter,Text, ,"#MoneyTalk
You just won a free round trip ticket to anywhere in the world for vacation plus 2 million naira worth of travel expenses. How are you spending the money?","10,868","238,074",2.02%,220,70,69,15,0,0,66,66,0,5,42,19,0,0,0,0
26/12/2018,1:14 PM,Twitter,Photo, ,"Gloves off, boxes open. #BoxingDay https://t.co/rmzq8gYq8h","2,350","231,418",3.91%,92,14,2,12,0,0,64,64,45,1,14,4,0,0,0,45
25/12/2018,9:00 AM,Twitter,Video,Sophia Amuka,"As you follow the Star this Christmas, may your path be illuminated leading you to a colorful, sparkling and prosperous New Year. #MerryChristmas https://t.co/CtkrIZPioz","2,985","240,817",4.05%,121,34,0,24,0.03%,1,62,63,45,0,14,3,0,0,0,157
25/12/2018,12:00 PM,Twitter,Photo,Sophia Amuka,"We hope you woke up this morning with a heart full of wonder and  joy. May all your wishes come true, on this day – now and always. From all of us at Stanbic IBTC, #MerryChristmas to you and yours. MovingForward https://t.co/o2AY38Zk8a","2,489","238,714",3.50%,87,18,1,17,0.04%,1,50,51,40,0,8,2,0,0,0,40
24/12/2018,9:30 AM,Twitter,Photo, ,"#MondayMotivation
Reminder: Get started. https://t.co/97G5Lhu8Jr","3,799","236,230",2.21%,84,19,6,12,0.05%,2,45,47,28,2,12,3,0,0,0,28
24/12/2018,2:00 PM,Twitter,Video, ,5K can change your life. Click https://t.co/gpdB3Pvh0R for more information. #NeverStopInvesting #MovingForward. https://t.co/hNL8QQTnd5,"3,317","242,688",4.19%,139,18,6,21,0.87%,29,65,94,36,1,24,4,0,0,0,190
22/12/2018,10:00 AM,Twitter,Photo, ,Invest in the FGN bonds with as little as N5000 and watch your money grow. Call us on 01 422 0004  or email stockbroking@stanbicibtc.com to learn more. https://t.co/leg89rGoRO,"3,292","228,816",3.80%,125,18,14,17,0.03%,1,75,76,38,0,32,5,0,0,0,38
22/12/2018,2:00 PM,Twitter,Photo, ,"“Growth is never by mere chance; it is the result of forces working together."" —James Cash Penney.
Let’s help make your business grow, please call 0700 333 3333 or send an email to enterprisedirect@stanbicibtc.com to get started. https://t.co/elpLdLGXY1","2,337","228,624",2.44%,57,18,1,15,0,0,23,23,6,0,12,5,0,0,0,6
21/12/2018,10:00 AM,Twitter,Photo, ,"Whatever your retirement plans are, we can help make it possible. #HappenToLife with us as your pension managers, call our gurus on 01 271 6000 or email pensionsolutions@stanbicibtc.com https://t.co/hcIchkHYTW","3,724","236,481",2.09%,78,14,7,20,0,0,37,37,16,1,17,3,0,0,0,16
21/12/2018,2:00 PM,Twitter,Photo, ,🎼When the weekend dey enter bodi 🎼 #TGIF https://t.co/0SuY1tTG4Q,"4,554","234,805",1.54%,70,12,0,13,0.02%,1,44,45,32,0,9,3,0,0,0,32
20/12/2018,10:00 AM,Twitter,Photo, ,Looking for the #BestInsuranceDeals this festive season? We’ve got you! Contact us on 01 277 0394 or insurancesolution@stanbicibtc.com to get started. https://t.co/ysDKgNIKCL,"2,613","229,480",1.22%,32,8,0,10,0,0,14,14,6,0,8,0,0,0,0,6
20/12/2018,1:30 PM,Twitter,Photo, ,"#ThrowbackThursday
Raise your hand and retweet if you remember eating are Christmas rice with your family and friends. What was your favorite meal combo? https://t.co/CESarNw7qg",0,"227,371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/12/2018,1:53 PM,Twitter,Photo, ,"#ThrowbackThursday
Raise your hand and retweet if you remember eating Christmas rice with your family and friends. What was your favorite meal combo? https://t.co/kgWhaceSaS",0,"229,924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/12/2018,5:21 PM,Twitter,Photo, ,"#ThrowbackThursday
Raise your hand and comment if you remember eating Christmas rice with your family and friends. What was your favorite meal combo? https://t.co/KIW6UhaiFn","3,052","230,084",1.31%,40,7,3,14,0.03%,1,15,16,12,0,2,1,0,0,0,12
20/12/2018,5:32 PM,Twitter,Video, ,"The wait is over. Watch this video to find out what the next number is. Thank you to all our participants and congratulations to our winners. Keep #MovingForward and #HappenToLife. 
@connectwithtola @muyiakanbi @lucyamady https://t.co/yTib49xJM7","2,605","229,415",3.11%,81,10,2,13,0,0,56,56,21,3,20,12,0,0,0,104
20/12/2018,5:46 PM,Twitter,Photo, ,"This season, give the gift that will keep on giving with a mutual fund. Click here to give a gift - https://t.co/IEohhy4NQg https://t.co/iSnkYOWhFR","2,283","230,011",2.01%,46,10,0,14,0.09%,2,20,22,13,0,6,1,0,0,0,13
19/12/2018,12:03 PM,Twitter,Text, ,"Has The Special One prepared for this dry season? We don’t know! But we do know that we can help you prepare for any season. Plan to save, invest and #HappenToLife all at the same time. Our DMs are open. #MovingForward","6,431","254,963",1.83%,118,26,7,32,0,0,53,53,0,1,47,5,0,0,1,0
18/12/2018,10:00 AM,Twitter,Photo, ,"#PersonalFinanceTip It’s 7 days to Christmas Day! Remember to stick to your budget as you wrap up your Christmas shopping. Expensive gifts are important, but sincere gifts are importanter. https://t.co/WKljErYPf1","3,553","239,945",1.91%,68,20,3,22,0,0,23,23,11,0,7,5,0,0,0,11
18/12/2018,2:00 PM,Twitter,Photo, ,"Get your child #SET for a great future this Christmas season with a Stanbic IBTC Education Trust. It’s very easy to get started, please call 01 270 6800 or email SITLAgency@stanbicibtc.com now. https://t.co/flhCUnG9tu","3,731","235,058",2.14%,80,13,0,20,0,0,47,47,24,2,18,3,0,0,0,24
18/12/2018,4:27 PM,Twitter,Photo,Sophia Amuka,"The youth of Nigeria inspire us, we pledge to keep moving them forward. #MovingForward https://t.co/4zZ3wwsDmG","3,187","231,026",1.88%,60,10,0,16,0,0,34,34,12,0,19,3,0,0,0,12
