Date,Time,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
23/03/2015,6:08 PM,Instagram,Photo, ,https://www.instagram.com/p/0k_tkpyvfI/,"To mark Financial Literacy day 2015, our team were at Government Secondary School, Apo, Abuja to educate the students about ‘Growing your money’.",0,0,0,0,0,0,1,1,1,0,0
22/03/2015,12:50 PM,Instagram,Photo, ,https://www.instagram.com/p/0h2ek0Svel/,"Build a budget. Not just for the process of building, but doing it right #FinancialTip",0,0,0,0,0,0,4,4,4,0,0
21/03/2015,11:59 AM,Instagram,Photo, ,https://www.instagram.com/p/0fLyx3yvYy/,"Why not kick back and take a snooze for an hour or two, get refreshed from all the stress. Tell us how you are spending your weekend? #Weekend",0,0,0,0,0,0,4,4,4,0,0
20/03/2015,10:22 AM,Instagram,Photo, ,https://www.instagram.com/p/0cb9mryvew/,Desert idea for sweet tooths. Double tap if you love ice cream #FoodieFriday #IceCream #Foodie,0,0,0,0,0,0,15,14,14,1,0
19/03/2015,9:20 AM,Instagram,Photo, ,https://www.instagram.com/p/0ZwEBWyvZ4/,Did you know that with the Stanbic IBTC Asset management online platform you can monitor your mutual funds anywhere anytime? Get started at www.stanbicibtcassetmanagement.com #MutualFunds #Invest,0,0,0,0,0,0,6,6,6,0,0
19/03/2015,2:58 PM,Instagram,Photo, ,https://www.instagram.com/p/0aWxmfSvba/,Use LED light bulbs. They use about 20% as much energy and last 20 times as long #FinancialTip,0,0,0,0,0,0,2,1,1,1,0
19/03/2015,5:36 PM,Instagram,Photo, ,https://www.instagram.com/p/0ao350SvcX/,"Are you a business owner or looking to start a business? Then be a part of this capacity building session and improve your business skills. This one day training offers you an opportunity to gain the acumen to reach your desired business goals. Join us tomorrow at The Atrium, Port Harcourt. #StanbicIBTC #SMEtraining #Nigeria #PortHarcourt",0,0,0,0,0,0,10,10,10,0,0
18/03/2015,11:16 AM,Instagram,Photo, ,https://www.instagram.com/p/0XYkLGSvVe/,Why not eat an apple this morning instead of taking a cup of coffee. Apples are healthy and contains fructose which is a natural sugar that can keep you up and get you moving naturally. Tag your friend that loves eating apples #Apple #Fruits #Healthy #KeepGoing,0,0,0,0,0,0,5,5,5,0,0
18/03/2015,5:43 PM,Instagram,Photo, ,https://www.instagram.com/p/0YE15fyvZD/,"Are you a business owner or looking to start a business? Then be a part of this capacity building session and improve your business skills. This one day training offers you an opportunity to gain the acumen to reach your desired business goals. Join us at The Atrium in Port Harcourt on Friday 20, March. #StanbicIBTC #Training #Business #Goal #Educative",0,0,0,0,0,0,12,12,12,0,0
17/03/2015,10:41 AM,Instagram,Photo, ,https://www.instagram.com/p/0UvuWNyvTn/,"Although the world is full of suffering, it is full also of the overcoming of it ― Helen Keller #NeverGiveUp #MoveForward",0,0,0,0,0,0,7,7,7,0,0
17/03/2015,4:14 PM,Instagram,Photo, ,https://www.instagram.com/p/0VV1ZbSvXR/,Get more value for your money. Compare prices from different stores before buying.,0,0,0,0,0,0,4,4,4,0,0
16/03/2015,10:06 AM,Instagram,Photo, ,https://www.instagram.com/p/0SG6LWyvef/,All our dreams can come true if we have the courage to pursue them -Walt Disney #MotivationMonday,0,0,0,0,0,0,10,10,10,0,0
15/03/2015,1:00 PM,Instagram,Photo, ,https://www.instagram.com/p/0P2B1Ayvei/,Happy Mother's Day #Mother'sDay #Mothers,0,0,0,0,0,0,6,6,6,0,0
15/03/2015,4:25 PM,Instagram,Photo, ,https://www.instagram.com/p/0QNkZfSvZc/,"Spend less than you earn. Without your earnings being greater than your expenses, you cannot achieve big financial goals #FinancialTip",0,0,0,0,0,0,6,6,6,0,0
14/03/2015,11:06 AM,Instagram,Photo, ,https://www.instagram.com/p/0NEO5USvcr/,"How do you relax after the week’s hustle? Share with us #Weekend
#Relax #Refreshed",0,0,0,0,0,0,7,5,5,2,0
13/03/2015,10:04 AM,Instagram,Photo, ,https://www.instagram.com/p/0KYUCxSvdC/,Tag that friend who will drool for this #FoodieFriday #Foodie #Plantain,0,0,0,0,0,0,7,3,3,4,0
13/03/2015,1:00 PM,Instagram,Photo, ,https://www.instagram.com/p/0KshNsyvUq/,Stanbic IBTC launched its Blue Women Network on the 9th of March in celebration of the International Women’s day #MakeitHappen #StanbicIBTC #IWD2015,0,0,0,0,0,0,16,16,16,0,0
13/03/2015,4:03 PM,Instagram,Photo, ,https://www.instagram.com/p/0LBY3xyvT3/,Here are images from the just concluded SME training in Ibadan. We are constantly leading the way in entrepreneurship development in Nigeria. Look out for more information about our upcoming trainings.,0,0,0,0,0,0,6,6,6,0,0
12/03/2015,10:14 AM,Instagram,Photo, ,https://www.instagram.com/p/0H0uczSvZ2/,Your net worth is defined by how much you have in the bank. True or False,0,0,0,0,0,0,3,1,1,2,0
11/03/2015,12:35 PM,Instagram,Photo, ,https://www.instagram.com/p/0FgAjgSvaK/,"Would you swipe your Stanbic IBTC card or pay with cash? 
#GoCashless #StanbicIBTCCards",0,0,0,0,0,0,7,4,4,3,0
10/03/2015,11:20 AM,Instagram,Photo, ,https://www.instagram.com/p/0Cyp5XSvR9/,Take opportunities but don’t lose focus #MoveForward #Opportunity,0,0,0,0,0,0,4,4,4,0,0
10/03/2015,4:02 PM,Instagram,Photo, ,https://www.instagram.com/p/0DS5UKSvc_/,Update your will. Protect your loved ones by writing your will #FinancialTip,0,0,0,0,0,0,7,7,7,0,0
09/03/2015,10:14 AM,Instagram,Photo, ,https://www.instagram.com/p/0AGSt-SvUj/,"Instead of apologizing for past misbehaviours, a child should rather guard against repetition.
Translation: Look to the future and do not dwell on past mistakes #YorubaProverb #MotivationMonday",0,0,0,0,0,0,7,7,7,0,0
06/03/2015,10:02 AM,Instagram,Photo, ,https://www.instagram.com/p/z4WiQzSvZo/,"The new Stanbic IBTC Mutual Fund online access platform enables you to better manage your mutual fund investment portfolio and migrate between funds conveniently, giving you better control over the achievement of your investment objective #MutualFunds #Invest #Investment",0,0,0,0,0,0,3,2,2,1,0
06/03/2015,4:17 PM,Instagram,Photo, ,https://www.instagram.com/p/z5BdQTSvZ1/,Mouth-watering delight for the weekend @chefnylah #FoodieFriday,0,0,0,0,0,0,14,13,13,1,0
05/03/2015,10:24 AM,Instagram,Photo, ,https://www.instagram.com/p/z10N2ayvW5/,Are you wondering where you can pay your Lagos State Government taxes? Simply walk into any of our branches #Taxes #Payment,0,0,0,0,0,0,11,10,10,1,0
05/03/2015,4:22 PM,Instagram,Photo, ,https://www.instagram.com/p/z2dO_UyvTg/,"Get insured. Insurance can be a lifesaver in the case of weather disasters, theft and other unexpected events #FinancialTip",0,0,0,0,0,0,10,10,10,0,0
04/03/2015,10:10 AM,Instagram,Photo, ,https://www.instagram.com/p/zzN0PGyvZV/,"With Stanbic IBTC Asset management online platform, monitoring and redeeming your mutual funds just got easier. Have proceeds from your investment in your nominated bank account in record time, log on to www.stanbicibtcfundsmanagement.com",0,0,0,0,0,0,9,9,9,0,0
04/03/2015,4:53 PM,Instagram,Photo, ,https://www.instagram.com/p/zz8AuoyvUs/,Enjoy uninterrupted cable services with the Stanbic IBTC internet banking or at your nearest branch #Cable #InternetBanking #Subscription,0,0,0,0,0,0,10,10,10,0,0
03/03/2015,12:30 PM,Instagram,Photo, ,https://www.instagram.com/p/zw5G7IyvZ1/,"We are hiring, apply today as a Branch Manager (Nationwide) by clicking this link http://bit.ly/1yjyBai or send your application and CV to pbbresourcing@stanbicibtc.com",0,0,0,0,0,0,8,7,7,1,0
02/03/2015,11:13 AM,Instagram,Photo, ,https://www.instagram.com/p/zuLcL0yvX8/,"Our new Asset management platform offers you easy access to your investments anytime, anywhere, any place simply log on to  www.stanbicibtcfundsmanagement.com",0,0,0,0,0,0,6,6,6,0,0
02/03/2015,5:58 PM,Instagram,Photo, ,https://www.instagram.com/p/zu54GeyvaD/,"Our #SME #training seminar will be in Ibadan on the 5th of March at Ibadan Civic Centre, from 9am -5pm! Gain the capacity to grow your #business at the Stanbic IBTC SME capacity building session. This one day training offers you an invaluable opportunity to improve your business skills and gain the acumen to reach your desired business goals.",0,0,0,0,0,0,14,14,14,0,0
02/03/2015,7:33 PM,Instagram,Photo, ,https://www.instagram.com/p/zvEwagSveT/,"We are hiring, apply today as a Regional Manager, Personal and Business banking by clicking this link http://bit.ly/1yjyBai or send your application and CV to pbbresourcing@stanbicibtc.com #jobs #StanbicIBTC",0,0,0,0,0,0,10,10,10,0,0
01/03/2015,10:35 AM,Instagram,Photo, ,https://www.instagram.com/p/zriSjiyvTA/,Sell off unused items. You can earn extra money by selling off items you no longer use #FinancialTip,0,0,0,0,0,0,6,6,6,0,0
28/02/2015,10:40 AM,Instagram,Photo, ,https://www.instagram.com/p/zo-JG7yvcj/,Wouldn’t it be nice if you did not have to fill application forms to invest in mutual funds? #Weekend #Invest #MutualFunds,0,0,0,0,0,0,20,18,18,2,0
27/02/2015,10:36 AM,Instagram,Photo, ,https://www.instagram.com/p/zmYz9ZyvQy/,It's the final day of SMW Lagos. Did you attend any sessions? We still have a few more great ones to go at the Stanbic IBTC Masterclass Suite. Here is our schedule for today. #‎SMWStanbic #‎SMW15 #‎Lagos,0,0,0,0,0,0,4,4,4,0,0
27/02/2015,10:39 AM,Instagram,Photo, ,https://www.instagram.com/p/zmZQqDSvRR/,"Start your social experience on your way to #SMWLAGOS, arrive in style with @StanbicIBTC and @uberlagos.",0,0,0,0,0,0,6,6,6,0,0
27/02/2015,2:10 PM,Instagram,Photo, ,https://www.instagram.com/p/zmxYquSved/,Imagine a place where you have access to the financial market and your mutual funds on a single platform.,0,0,0,0,0,0,6,5,5,1,0
27/02/2015,5:01 PM,Instagram,Photo, ,https://www.instagram.com/p/znE8j6SvQq/,"Last day of #SMWLagos. Happening now, at the Pencom innovators stage at #WhatIf with 2Face Idibia, Editi Effiong, and Tosin Ajibade (Olori Supergal) #SMWLagos #SMWStanbic #SMW15",0,0,0,0,0,0,5,5,5,0,0
27/02/2015,5:13 PM,Instagram,Photo, ,https://www.instagram.com/p/znGUC2SvTQ/,"Session on Where are the women? (Examining the lack of women developers in the Nigerian technology ecosystem) at Stanbic IBTC Masterclass with Tarebi Alebiosu, Ommo Clark, Tolulope Elugbadebo, Oreoluwa Somolu, Lesi and Judith Okonkwo #SMWLagos #SMWWHEREAREWOMEN #SMWStanbic",0,0,0,0,0,0,6,6,6,0,0
26/02/2015,8:13 AM,Instagram,Photo, ,https://www.instagram.com/p/zjjuZPSvX5/,All the #SMWLagos fun and amazing learning opportunities are at the Stanbic IBTC Masterclass Suite! Here is our schedule for today. #‎SMWStanbic #‎SMW15 #‎Lagos #SMWLagos,0,0,0,0,0,0,7,7,7,0,0
26/02/2015,11:26 AM,Instagram,Photo, ,https://www.instagram.com/p/zj5vFtSvau/,"Now in session, #SMWLIVINGHEALTHY Living healthy & living social with Toyin Adesola, Francis Anyeagbu, Eno Angela Attah, Deola Kayode and Ogo Maduewesi at SMW Experience Stage #SMWLagos #SMWStanbic",0,0,0,0,0,0,3,3,3,0,0
26/02/2015,1:29 PM,Instagram,Photo, ,https://www.instagram.com/p/zkH5nDSvbR/,Making your point: Driving your work via social media by Strengthening Advocacy & Civic engagement (USAID Nigeria) session at the Stanbic IBTC Masterclass suite #SMWLagos #govtalkng #SMWstanbic,0,0,0,0,0,0,3,3,3,0,0
26/02/2015,3:44 PM,Instagram,Photo, ,https://www.instagram.com/p/zkXU_5yvS2/,Switching your investment strategy should be as easy as switching television.,0,0,0,0,0,0,6,6,6,0,0
26/02/2015,6:32 PM,Instagram,Photo, ,https://www.instagram.com/p/zkqlFVyvSk/,Content marketing for creative brands session at Stanbic IBTC Masterclass Suite with AquaOnline #SMWCONTENT #SMWLagos #SMWLagos #SMW15,0,0,0,0,0,0,15,15,15,0,0
26/02/2015,6:32 PM,Instagram,Photo, ,https://www.instagram.com/p/zkqk7uyvSj/,"Happening now, at SMW Experience Stage: Bringing Nigerian oil and gas into the digital age with Rolake Akinkugbe,  Gbenga Sesan, Ademola Ogunbanjo, Tomi Davids and Thomas Sule at #SMWBEAUDACIOUS #SMWStanbic #SMWLagos",0,0,0,0,0,0,7,7,7,0,0
26/02/2015,6:47 PM,Instagram,Photo, ,https://www.instagram.com/p/zksNczSvVN/,"Lucky numbers: The power of creative referral marketing on social media session at Stanbic IBTC Masterclass with Matthew Osofian CEO, The Humber group/MobilottoGames.com #SMWLUCKYNUMBERS #SMWLagos #SMWStanbic #SMW15",0,0,0,0,0,0,6,6,6,0,0
25/02/2015,8:44 AM,Instagram,Photo, ,https://www.instagram.com/p/zhCgPpSvar/,"If you haven't been for any of the events taking place at the Stanbic IBTC sponsored Social Media Week, come around today. Check out the Masterclass Suite’s schedule. #‎SMWStanbic #‎SMW15 #‎Lagos #SMWLagos",0,0,0,0,0,0,5,4,4,1,0
25/02/2015,11:12 AM,Instagram,Photo, ,https://www.instagram.com/p/zhTbO9SvY6/,"Happening now at  #SMWWIREDGENERATION The next wired generation: Orange minds and the future of advertising with @FranklinOzekhome @Tinkafrica @donniefranklin founder/chief storytelling officer, TINK Africa #SMWStanbic #SMWLagos #SMW15",0,0,0,0,0,0,11,11,11,0,0
25/02/2015,11:47 AM,Instagram,Photo, ,https://www.instagram.com/p/zhXcFZSvcn/,"Desiree Craig of CCHub, Oreoluwa Lesi of WTec, Silas Okwoche of Nerve Mobile and Bukola Akinfaderin of Jandus Radio at the #SmartMobileDivas session in the Stanbic IBTC Masterclass Suite of #SMWLagos #SMWStanbic",0,0,0,0,0,0,11,11,11,0,0
25/02/2015,12:56 PM,Instagram,Photo, ,https://www.instagram.com/p/zhfV0AyvVb/,"Happening now, #SMWMUSICDAY: SATELLITE VS. STREAMING - Distribution in Nigeria session with @MIAbaga, @OlamideAdedeji, @AyoAnimashaun, @FadeOgunro and @GafarWilliams #SMWLagos #SMWStanbic #SMW15",0,0,0,0,0,0,7,7,7,0,0
25/02/2015,3:33 PM,Instagram,Photo, ,https://www.instagram.com/p/zhxOG2Svef/,"Happening now, #SMWNEXTWAVE: The importance of investing in African tech-startups with Ethel Cofie Director Edel Technology, Tomi Davids CEO TechnoVision , Dealauno Hinson Emerging markets investment, Claudine Moore Director of corporate communications, Heirs holdings group and Collins Onuegbo founder of Signal Alliance at #SMWLagos #SMWStanbic",0,0,0,0,0,0,7,7,7,0,0
25/02/2015,3:54 PM,Instagram,Photo, ,https://www.instagram.com/p/zhzp8_yvR9/,"Happening now "" MASTERCLASS: HARNESSING THE  PODCASTING GOLDMINE IN AFRICA""  with Jesse Ononiwo #SMWPODCASTAFRICA #SMWLagos #SMWStanbic",0,0,0,0,0,0,7,7,7,0,0
25/02/2015,5:07 PM,Instagram,Photo, ,https://www.instagram.com/p/zh8ERkSvfQ/,Stay connected to your business as you attend “Secrets of an Irresistible Business: Using Social Media to Connect Your Business to the World” @StanbicIBTC and @uberlagos give you an unforgettable riding experience as you make your way to #SMWLagos #SMWStanbic,0,0,0,0,0,0,8,8,8,0,0
24/02/2015,10:05 AM,Instagram,Photo, ,https://www.instagram.com/p/zem6CVSvdi/,We're super proud to be sponsors of #SMWLagos for a 3rd consecutive year! Join us at Stanbic IBTC Masterclass suite at #SMWLagos.,0,0,0,0,0,0,10,8,8,2,0
24/02/2015,11:05 AM,Instagram,Photo, ,https://www.instagram.com/p/zet14ASvTe/,The smallest steps in the right direction ends up being the biggest step of your life #MovingForward,0,0,0,0,0,0,5,5,5,0,0
24/02/2015,11:23 AM,Instagram,Photo, ,https://www.instagram.com/p/zev5ZNSvVc/,Here is the Stanbic IBTC Masterclass Suite schedule for today. Which session tickles your fancy? #‎SMWStanbic #‎SMW15 #‎Lagos #SMWLagos,0,0,0,0,0,0,4,4,4,0,0
24/02/2015,11:42 AM,Instagram,Photo, ,https://www.instagram.com/p/zeyEowSvXp/,"""Beauty beyond blogging"" session happening now with @beautyinlagos in Stanbic IBTC Masterclass at Landmark center #SMWLagos #smwbeyondbeauty #SMWStanbic #SMW15",0,0,0,0,0,0,7,6,6,1,0
24/02/2015,1:36 PM,Instagram,Photo, ,https://www.instagram.com/p/ze_H04SvXU/,"""Learning on the Digital Frontier"" session at #SMWLagos #SMWStanbic #ESCATSMWLAGOS",0,0,0,0,0,0,10,8,8,2,0
24/02/2015,1:44 PM,Instagram,Photo, ,https://www.instagram.com/p/ze__msyvYc/,"Happening now, ""Lessons from women in Tech"" with Ethel Cofie, Ugochi Ugbomeh, Nkemdilim Begho, Stanley Muoneke and Lola Olusola #SMWWOMENINTECH #SMWLagos #SMWStanbic",0,0,0,0,0,0,8,7,7,1,0
24/02/2015,1:45 PM,Instagram,Photo, ,https://www.instagram.com/p/zfAHRDyvYm/,"Happening now, ""Lessons from women in Tech"" with Ethel Cofie, Ugochi Ugbomeh, Nkemdilim Begho, Stanley Muoneke and Lola Olusola #SMWWOMENINTECH #SMWLagos #SMWStanbic",0,0,0,0,0,0,12,11,11,1,0
24/02/2015,3:27 PM,Instagram,Photo, ,https://www.instagram.com/p/zfLwPDyvY6/,"Happening now ""#SMWINNOVATORS: A Fireside chat with the creators of COSIGN"" with Joyce Awojoodu CEO/Founder, Oriki Global
Esosa Ighodaro President/Cofounder, COSIGN
Abiodun Johnson CEO, COSIGN/Founder, Oriki Global, Esosa Ighodaro President/Cofounder, COSIGN, Abiodun Johnson CEO, COSIGN #SMWSOCIAL #SMWLagos #SMWStanbic",0,0,0,0,0,0,12,10,10,2,0
24/02/2015,3:51 PM,Instagram,Photo, ,https://www.instagram.com/p/zfOflPSvdE/,"Happening now ""#SMWTRAVELAFRICA Taking off: A trip through the travel buyers journey '' with Aminat Gbajabiamilla at Landmark center #SMWLagos #SMW15 #SMWstanbic",0,0,0,0,0,0,5,5,5,0,0
24/02/2015,4:39 PM,Instagram,Photo, ,https://www.instagram.com/p/zfUEU-yvVS/,#flyarikair is giving out free return tickets (domestic tickets) at Stanbic Masterclass #SMWLagos #SMWStanbic #SMWARIKAIRCONNECTS #SMW15,0,0,0,0,0,0,2,2,2,0,0
24/02/2015,4:47 PM,Instagram,Photo, ,https://www.instagram.com/p/zfU4WtSvWd/,"Happening now ""#SMWTECHSTYLE - Discover , Desire, Buy: The Future of luxury in the Digital age (Tech meets Style 2.0)"" with Ebi Atawodi, General Manager, Uber Lagos, Jonathan Lawoyin, Digital Strategist, Entreprenuer, Similar Lawoyin, Founder, GoodLifeStylist, Chuk Nwachukwu, Founder, Laidbac Lagos, Onna Okafor, Editor, Pulse.ng, Kunmi Otitoju, Founder, Minku Leather goods, Yegwa Ukpo, Founder, Stranger Lagos #SMWLagos #SMWStanbic",0,0,0,0,0,0,8,8,8,0,0
24/02/2015,5:56 PM,Instagram,Photo, ,https://www.instagram.com/p/zfc1TVSvVw/,"Happening now, ""Breaking the news model: Sharing in a mobile-first world"" with S.Mitra Kalita and Femi #SMWLagos #SMWStanbic #SMW15 #SMWBREAKINGNEWS",0,0,0,0,0,0,4,4,4,0,0
24/02/2015,6:20 PM,Instagram,Photo, ,https://www.instagram.com/p/zffmGgyvaV/,"Happening now ""MASTERCLASS: GROWING THE LARGEST DIGITAL AGENCY IN AFRICA"" with Justin Spratt #SMWQUIRK #SMWLagos #SMWStanbic",0,0,0,0,0,0,6,6,6,0,0
23/02/2015,12:13 PM,Instagram,Photo, ,https://www.instagram.com/p/zcQwaISvfh/,The Social Media Week Lagos 2015 is live at the Landmark Centre. The Masterclass: Connecting Strategy with your business- A case study approach hosted by Rainy Lemon Limited #SMWStrategy #SMWLagos #SMWStanbic #SMW15,0,0,0,0,0,0,2,2,2,0,0
23/02/2015,12:56 PM,Instagram,Photo, ,https://www.instagram.com/p/zcVt-wSvWN/,"The lizard that fell from a top of the iroko tree without breaking its limbs says if no one praises his feat, he will do the praising himself. #YorubaProverb #MotivationMonday
Translation- Be confident",0,0,0,0,0,0,5,5,5,0,0
23/02/2015,1:13 PM,Instagram,Photo, ,https://www.instagram.com/p/zcXsclSvYu/,"The Social Media Week Lagos 2015 is live at the landmark Center. The Stanbic Masterclass: Using Facebook to inspire, advocate, lead & drive social change hosted by Facebook #SMWLagos #SMWStanbic #SMW15 #SMWFacebook",0,0,0,0,0,0,6,6,6,0,0
23/02/2015,1:36 PM,Instagram,Photo, ,https://www.instagram.com/p/zcaVfjSvb1/,Oby Ezekwesili at The Social Media Week Lagos 2015 enlightening us about social media ethics on elections #SMWEthics #SMWLagos #SMWstanbic #SMW15,0,0,0,0,0,0,7,7,7,0,0
23/02/2015,3:34 PM,Instagram,Photo, ,https://www.instagram.com/p/zcnwGwSvej/,"The Social Media Week Lagos 2015. Tomi Davis, Chinelo Anohu-Amazu, Frank and Misbahu Yola speaking on Contributory Pension Scheme for all #SMWLagos #SMWStanbic #smwpencom",0,0,0,0,0,0,8,8,8,0,0
23/02/2015,4:38 PM,Instagram,Photo, ,https://www.instagram.com/p/zcvFrjyvbb/,"The Social Media Week Lagos 2015 is happening at the Landmark Centre. Segun Ogunlabi from Afripreneur speaking on social innovation: social as a strategy, social media as a tool for the social SME @ Stanbic Masterclass #SMWLagos #SMWStanbic #SMW15",0,0,0,0,0,0,6,5,5,1,0
21/02/2015,10:35 AM,Instagram,Photo, ,https://www.instagram.com/p/zW7_gdyvXo/,"It’s the digital age, step up your game/be compliant, use our cards whenever you go shopping. #Shopping #Weekend",0,0,0,0,0,0,9,9,9,0,0
20/02/2015,9:59 AM,Instagram,Photo, ,https://www.instagram.com/p/zUTDtNSvbj/,Skipping breakfast can make you overeat later in the day. What are you having for breakfast #FoodieFriday #Breakfast,0,0,0,0,0,0,3,3,3,0,0
20/02/2015,5:31 PM,Instagram,Photo, ,https://www.instagram.com/p/zVG1i6Svbt/,"We officially announced our sponsorship of Social Media Week Lagos today. Join us at the #SMWLagos campus at the Landmark Centre, Water Corporation Road, Victoria Island, Lagos from 23 February – 27 February, 2015. #SMWStanbic #SMW15 #Lagos #SMWLagos",0,0,0,0,0,0,10,10,10,0,0
19/02/2015,10:06 AM,Instagram,Photo, ,https://www.instagram.com/p/zRvBEYyvcY/,Build an emergency fund. This fund will help you cover emergency expenses if something bad happens. #FinancialTip,0,0,0,0,0,0,8,8,8,0,0
19/02/2015,4:20 PM,Instagram,Photo, ,https://www.instagram.com/p/zSZ2YIyvam/,"Do not save what you have after spending, but spend what’s left after saving. Open a savings account with Stanbic IBTC and experience great rewards. #Savings",0,0,0,0,0,0,4,3,3,1,0
18/02/2015,10:26 AM,Instagram,Photo, ,https://www.instagram.com/p/zPMmgBSvWs/,We all have a few things we do incredibly well. Do them often and you'll be a lot happier. #Passion #Hobbies #Talent,0,0,0,0,0,0,8,7,7,1,0
17/02/2015,10:45 AM,Instagram,Photo, ,https://www.instagram.com/p/zMp7vfSvQd/,Stop being afraid of what could go wrong and start being positive about what could go right. #MoveForward,0,0,0,0,0,0,6,6,6,0,0
17/02/2015,5:05 PM,Instagram,Photo, ,https://www.instagram.com/p/zNVb7RSvdK/,Track your spending. Keep track of every expenditure over a week period to help curb waste. #FinancialTip,0,0,0,0,0,0,5,5,5,0,0
16/02/2015,7:31 PM,Instagram,Photo, ,https://www.instagram.com/p/zLBUvBSva7/,"If ten kobo does not go out, it cannot bring in a thousand Naira. Invest wisely #MotivationMonday",0,0,0,0,0,0,10,10,10,0,0
14/02/2015,7:01 AM,Instagram,Photo, ,https://www.instagram.com/p/zEh9rUSvbI/,"#ValentineDate Serve her breakfast in bed on Valentine’s morning. Surprise her with mood music and flowers, while she enjoys an easy lazy breakfast. #Valentine #feb14 #love",0,0,0,0,0,0,6,6,6,0,0
14/02/2015,1:59 PM,Instagram,Photo, ,https://www.instagram.com/p/zFRwc_yvUa/,"#ValentineDate Put together a collage of memorable pictures, write a note under each picture (if you are poetic you can add a two line poem), place all these pictures in an album to form your Valentine’s Day card. #feb14 #Valentine",0,0,0,0,0,0,6,6,6,0,0
14/02/2015,6:51 PM,Instagram,Photo, ,https://www.instagram.com/p/zFzKPQyvWK/,"#ValentineDate How about a romantic dinner with your valentine. Get dressed up and go somewhere really fancy. Extra points for a restaurant with a live band, so that you can request the song you both love and dance to it. #Valentine #love",0,0,0,0,0,0,9,9,9,0,0
13/02/2015,9:29 AM,Instagram,Photo, ,https://www.instagram.com/p/zCODYFSvTQ/,"Eunice and Nelson
I met my boo at the university of Lagos in my 100 level. I had gone to a lecture theatre to study, and this guy was staring at me all through the time I was reading. I became uncomfortable and left. He followed me, and trust us girls, I made him walk all the way to the school gate before I gave him my no 😃
Nelson is special because even when I look my worst he still looks at me like I am the only person in the room. He also brings out the best in me always. #Valentinesdaystories #StanbicLove #feb14 #Truelove",0,0,0,0,0,0,11,11,11,0,0
13/02/2015,11:39 AM,Instagram,Photo, ,https://www.instagram.com/p/zCc5LzyvTR/,"#ValentineDate Surprise him with a #spa treatment to relax his knotted muscles, pamper him with a professional manicure and pedicure and give him to a rejuvenating facial treatment. #feb14",0,0,0,0,0,0,4,3,3,1,0
13/02/2015,1:38 PM,Instagram,Photo, ,https://www.instagram.com/p/zCqlOzSvVa/,We're not sure how your #Valentine's Day is going...but ours is absolutely beautiful! Colleagues from our Shauchi branch in #Kano wish you a happy Valentine's Day. #love #Nigerian,0,0,0,0,0,0,9,9,9,0,0
13/02/2015,2:20 PM,Instagram,Photo, ,https://www.instagram.com/p/zCvTybyvcb/,"Sunday and Chidinma – Port Harcourt
I met my sweetheart in Trans Amadi branch when I was sent there on official duty from my branch. I came in contact with her pretty face in the lunch room after accomplishing my aim in the branch. We both talked and she really kept my company. She is a lovely lady to stay with and a mature one to the core.
I really like her because she is an open minded person and always express her feelings freely. She is very pretty  and really worth to be my val. Words can’t really explain how much I value her in my life. #feb14 #Valentinesdaystories #StanbicLove",0,0,0,0,0,0,5,5,5,0,0
13/02/2015,3:45 PM,Instagram,Photo, ,https://www.instagram.com/p/zC5DWFSvdY/,No #Nigerian party is complete without #jollofrice 😋 double tap if you agree. #FoodieFriday,0,0,0,0,0,0,13,12,12,1,0
13/02/2015,5:15 PM,Instagram,Photo, ,https://www.instagram.com/p/zDDZ6ISvR1/,"Rejoice and Benedict - Lafia
I and my ‘’sweetheart’’ met sometime in February 2012 @ CBN clearing house-Lafia when I was representing Stanbic IBTC bank while he was representing another bank.
We so much like each other and before we knew what was happening he proposed 😊
He is so special to me because he is caring, nice and sweet.
This picture was taken on Valentine’s Day in 2013 #Valentinesdaystories #feb14 #Truelove #StanbicLove",0,0,0,0,0,0,3,3,3,0,0
13/02/2015,6:48 PM,Instagram,Photo, ,https://www.instagram.com/p/zDOCrFSvWB/,"Seun and Adesuwa – Ife
Recalling that day is really breath taking, it was on Valentine’s Day 2011. I went to an eatery to get occupied when I saw an angel eating alone, I approached her and said ‘Women are like fruit, every specie with its unique color, taste and feature. I enjoyed my choice and that is why I know this day is not meant to be spent alone’. And so our love story began, we will be getting married in March 2015! 💕#StanbicLove #feb14 #Truelove #Valentinesdaystories",0,0,0,0,0,0,5,5,5,0,0
12/02/2015,10:04 AM,Instagram,Photo, ,https://www.instagram.com/p/y_tSEzyvRX/,Never get too busy making a living that you forget to make a life. #StanbicIBTC,0,0,0,0,0,0,11,11,11,0,0
12/02/2015,2:13 PM,Instagram,Photo, ,https://www.instagram.com/p/zAJwwISvQW/,"Emmanuel and Itohan - Lagos
I met Itohan 5 years ago in Warri Delta state. She came into the bank inquiring from me to confirm if the account name and number she filled on the deposit slip was correct, after I had treated her request I said to myself “I have the most beautiful lady in the world standing right in front of me”. Her smile was captivating, her looks exquisite, her eyes enchanting, she was simply too beautiful. We got talking, exchanged contacts, went out on several dates and now we have the best relationship ever.
She is sweet, kind, has a good sense of humour, intelligent, a good cook and God fearing. #StanbicLove #Valentinesdaystories",0,0,0,0,0,0,4,4,4,0,0
