Date,Time,Network,Content Type,Sent by,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Video Views,Organic Video Views,Poll Votes
18/11/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"Happiness Matthew was one of our 2017 #Together4ALimb recipients, we are happy to announce that she will be heading to the Nassarawa State Polytechnic having successfully passed her exams. 
","1,595","1,595",3.70%,59,18,18,0,0,2.57%,41,41,0,0,0
17/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Do you have an idea that needs to be brought to life? Call us on 01 422 8855 or email ibenquiries@stanbicibtc.com for more details.
","1,778","1,778",1.74%,31,18,18,1,1,0.62%,11,11,0,0,0
16/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Call 01 277 0394 or email Insurancesolution@stanbicibtc.com to get the #BestInsuranceDeals and avoid the pain that comes from unexpected accidents.
","1,358","1,358",1.47%,20,14,14,0,1,0.37%,5,5,0,0,0
16/11/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Having a career growth plan helps you work out the modalities of how you transition through the different phases of your career and avoid been stuck. #CareerTip
","2,318","2,318",3.11%,72,28,28,0,0,1.90%,44,44,0,0,0
15/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"The minimum account balance requirement for @easewallet is Zero!
To fund your @easewallet account, you can transfer money from another bank account or make deposits at any of our partner locations
Dial *909# and select @easewallet to begin or download the app here:
IOS: https://lnkd.in/g8jFeZw
Android: https://lnkd.in/gg32CWA 
#AtEase
","1,131","1,131",2.65%,30,12,12,0,0,1.59%,18,18,0,0,0
15/11/2019,2:52 PM,LinkedIn,Photo, ,Here are more pictures from the FMDQ Gold awards. #NeverStop winning! #FlashbackFriday ,"1,815","1,815",11.96%,217,36,36,0,0,9.97%,181,181,0,0,0
15/11/2019,6:01 PM,LinkedIn,Photo,Sophia Amuka,"Now is the time to secure your family’s future happiness with a Will. Call 01 270 6800 or email sitlagency@stanbicibtc.com for more details.
","1,615","1,615",1.92%,31,16,16,2,0,0.80%,13,13,0,0,0
14/11/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,Call us on 01 422 0004 or email stockbroking@stanbicibtc.com for details on how to invest in stocks.,976,976,0.41%,4,4,4,0,0,0%,0,0,0,0,0
14/11/2019,8:41 PM,LinkedIn,Photo, ,Executives of Stanbic IBTC paid a courtesy visit to the governor of Ogun state today.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/11/2019,9:42 PM,LinkedIn,Photo, ,"Executives of Stanbic IBTC, Group CE, Yinka Sanni , Stanbic IBTC bank CE, Demola Sogunle paid a courtesy visit to the governor of Ogun state, H.E. Prince Dapo Abiodun today.","8,142","8,142",27.02%,"2,200",137,137,0,5,25.28%,"2,058","2,058",0,0,0
13/11/2019,9:07 AM,LinkedIn,Photo,Sophia Amuka,Stanbic IBTC PMI dips to 56.9 in October. Here is the summary.,"1,378","1,378",3.27%,45,10,10,0,0,2.54%,35,35,0,0,0
13/11/2019,9:06 PM,LinkedIn,Photo, ,Have you heard about life insurance policies? Do you have one in place? #WealthWednesday,684,684,1.46%,10,7,7,0,1,0.29%,2,2,0,0,0
13/11/2019,9:08 PM,LinkedIn,Photo, ,Anyone can take up a life Insurance policy. Here is how it works and why you need one. #WealthWednesday,735,735,5.03%,37,7,7,0,0,4.08%,30,30,0,0,0
13/11/2019,9:09 PM,LinkedIn,Text, ,"You should consider taking up a life insurance policy, please fill out your details via https://lnkd.in/dftPuHt  and be sure to choose ‘’Insurance’’ on the inquiry drop-down to enable us contact you directly. 
You may also send an email to insurancesolution@stanbicibtc.com  or call 01 277 0394
#WealthWednesday",975,975,0.31%,3,2,2,0,0,0.10%,1,1,0,0,0
13/11/2019,9:10 PM,LinkedIn,Text, ,"You should consider taking up a life insurance policy, please fill out your details via https://lnkd.in/dftPuHt  and be sure to choose ‘’Insurance’’ on the inquiry drop-down to enable us contact you directly. 
You may also send an email to insurancesolution@stanbicibtc.com  or call 01-2770394
#WealthWednesday","1,025","1,025",0.49%,5,1,1,0,0,0.39%,4,4,0,0,0
12/11/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka," #ThoughtsOnTuesday
🙋 if you agree and comment if you don’t. 
","2,089","2,089",3.06%,64,36,36,0,3,1.20%,25,25,0,0,0
12/11/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"We got you covered with the #BestInsuranceDeals. Contact us on 01 277 0394 or email insurancesolution@stanbicibtc.com for more details.
",809,809,1.61%,13,8,8,1,0,0.49%,4,4,0,0,0
11/11/2019,8:00 AM,LinkedIn,Photo,Sophia Amuka,"You only get what you work for, not what you wish for. Keep pushing. #MondayMotivation #PowerUpMonday
","1,424","1,424",2.32%,33,21,21,0,3,0.63%,9,9,0,0,0
11/11/2019,11:42 AM,LinkedIn,Photo,Aramide Salami,Happy Eid-el-Maulud to all Muslim faithfuls.,788,788,1.90%,15,14,14,0,0,0.13%,1,1,0,0,0
11/11/2019,2:50 PM,LinkedIn,Photo, ,"We are all about making progress real for you and it's because of you we have recently won these awards:
-The FMDQ Capital Markets Securities Origination award.
-The FMDQ Registration Member (Quotations) award.
-The FMDQ Dealing Member of the Year award.
-The FMDQ FX Market Liquidity Provider award.
This is for you, thank you.

 ","6,190","6,190",18.82%,"1,165",118,118,7,3,16.75%,"1,037","1,037",0,0,0
11/11/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Your phone number is all you need to open an @easewallet! 
Your @easewallet account number is your phone number without the first zero, that is, the last ten digits of your phone number.
To learn more, visit https://lnkd.in/dBzZiqi
#AtEase","1,567","1,567",3.06%,48,15,15,2,3,1.79%,28,28,0,0,0
09/11/2019,6:00 AM,LinkedIn,Photo,Sophia Amuka,"We are walking today #Together4ALimb to create awareness for those living with limb loss. Let’s go!
",596,596,1.85%,11,5,5,0,0,1.01%,6,6,0,0,0
09/11/2019,7:44 AM,LinkedIn,Photo, ,The warm up. #Together4ALimb,869,869,2.99%,26,11,11,0,1,1.61%,14,14,0,0,0
09/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"#CareerTip: No matter the career stage you are at, whether you are looking for your first post-grad job or already have years
of experience on your resume, it's important to never stop learning.
","3,177","3,177",3.65%,116,40,40,0,2,2.33%,74,74,0,0,0
09/11/2019,4:00 PM,LinkedIn,Photo,Sophia Amuka,"You’re too cool to be stressing. Invest now and chill like a boss. 
To get started, call 01 280 1266 or email assetmanagement@stanbicibtc.com #NeverStopInvesting
","2,560","2,560",2.54%,65,22,22,3,2,1.48%,38,38,0,0,0
09/11/2019,5:43 PM,LinkedIn,Photo, ,"Our Bank's Chief Executive, Dr Demola Sogunle thanks everyone for walking with us. Have a great weekend. #Together4ALimb","1,879","1,879",3.46%,65,34,34,0,2,1.54%,29,29,0,0,0
08/11/2019,12:29 PM,LinkedIn,Photo, ,"We are just one day away from making history, as we walk #Together4ALimb tomorrow. 
 ",827,827,1.81%,15,6,6,0,2,0.85%,7,7,0,0,0
08/11/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"Here are quick and easy ways to #HappenToLife with us today for a secured future. Call 01 271 6000 or email pensionsolution@stanbicibtc.com to get started.
",959,959,1.98%,19,7,7,0,3,0.94%,9,9,0,0,0
07/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"In 2 days we walk for a noble cause! #Together4ALimb.
",820,820,1.22%,10,8,8,0,0,0.24%,2,2,0,0,0
07/11/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"A photo session of our top executives, Standard Bank and Stanbic IBTC, during a courtesy visit to the Dangote Refinery. 
","5,148","5,148",6.35%,327,115,115,1,2,4.06%,209,209,0,0,0
06/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"They are one of us; they are us.
3 days more till we we walk #Together4ALimb 
","1,105","1,105",3.08%,34,18,18,0,1,1.36%,15,15,0,0,0
06/11/2019,1:30 PM,LinkedIn,Photo, ,It is important that we stay conscious of our environment while commuting as there have been several reported instances of traffic robberies in broad day light and at night time. #WealthWednesday ,"1,193","1,193",7.88%,94,8,8,0,1,7.12%,85,85,0,0,0
06/11/2019,1:55 PM,LinkedIn,Video, ,"Get your Stanbic IBTC @easewallet today!
To get it, do any of the following:
1.            Dial *909#, select @easewallet and follow the simple prompts
OR
2.            Download the Stanbic IBTC@ease app from your App Store
OR
3.            Visit the nearest partner Agent.
To learn more, visit https://lnkd.in/dBzZiqi 
#AtEase

 ","1,535","1,535",2.08%,32,11,11,0,2,1.24%,19,19,0,0,0
06/11/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"They are the reason why we walk #Together4ALimb. We walk in 3 days!
","1,002","1,002",2.20%,22,9,9,0,3,1%,10,10,0,0,0
05/11/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"#ThoughtsOnTuesday
What piece of advice would you give to your younger self?
","1,064","1,064",1.60%,17,10,10,0,1,0.56%,6,6,0,0,0
05/11/2019,2:01 PM,LinkedIn,Video, ,"For the smiles, and the hope we bring to brighten their future, we will continue to walk #Together4ALimb. We walk in 4 days!
","1,285","1,285",1.25%,16,11,11,0,2,0.23%,3,3,0,0,0
05/11/2019,4:26 PM,LinkedIn,Photo, ,"Get your Stanbic IBTC @ease wallet today!
To get it, do any of the following:
Dial *909# and select @ ease wallet to start
OR
Download the Stanbic @ ease app from your App Store
OR
3.    Visit the nearest partner Agent.
To learn more, visit https://lnkd.in/dBzZiqi (link in bio)
","1,231","1,231",2.76%,34,20,20,0,4,0.81%,10,10,0,0,0
05/11/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"With just N5000 you can invest for a rewarding future. Call 01 280 1266 or send an email to assetmanagement@stanbicibtc.com to invest in mutual funds now! #NeverStopInvesting
","3,037","3,037",3.69%,112,47,47,5,5,1.81%,55,55,0,0,0
04/11/2019,8:00 AM,LinkedIn,Photo,Sophia Amuka,"You’ve got 58 more chances to make the best of 2019. Make the best of it!
#PowerUpMonday #MondayMotivation 
","1,411","1,411",2.06%,29,20,20,0,2,0.50%,7,7,0,0,0
04/11/2019,9:46 AM,LinkedIn,Video, ,"They are the reason we walk #Together4ALimb. We will be walking to impact the lives of tomorrow’s leaders. 
DATE: 9 November, 2019.
","1,342","1,342",2.24%,30,16,16,1,3,0.75%,10,10,0,0,0
04/11/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Subscribe to the November offer for FGN Bonds through Stanbic IBTC stockbrokers to get the best returns. Call  01 422 0004 or email stockbroking@stanbicibtc.com to get started.
","1,300","1,300",1.54%,20,10,10,0,1,0.69%,9,9,0,0,0
03/11/2019,7:56 AM,LinkedIn,Photo,Aramide Salami,"Support and progress; these are what we stand for. We will be walking #Together4ALimb come 9 November, 2019.","1,160","1,160",1.47%,17,10,10,0,1,0.52%,6,6,0,0,0
03/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"#PersonalFinanceTip.
Check out different prices of goods before you buy to be sure you’re getting the best price.
",894,894,2.24%,20,10,10,0,1,1.01%,9,9,0,0,0
03/11/2019,5:24 PM,LinkedIn,Photo, ,"Nike Bajomo,ED Business Development, Stanbic IBTC Pension Managers ,Representative to Eric Fajemisin, CE Stanbic IBTC Pensions giving a welcome address at the Art X talk sponsored by Stanbic IBTC Pensions on Collecting Live.","2,827","2,827",4.85%,137,23,23,2,0,3.96%,112,112,0,0,0
03/11/2019,5:28 PM,LinkedIn,Photo, ,Panelists speaking at the Art X talk sponsored by Stanbic IBTC Pension managers on Collecting Live.,925,925,1.73%,16,11,11,0,0,0.54%,5,5,0,0,0
03/11/2019,6:05 PM,LinkedIn,Photo, ,Some of the Art works been previewed during the Art X talk on Collecting Live.,"1,143","1,143",4.20%,48,8,8,0,1,3.41%,39,39,0,0,0
03/11/2019,7:09 PM,LinkedIn,Photo, ,Stanbic IBTC Executives with Art X talk panelists and Art X executives during a photo session.,"1,201","1,201",3.75%,45,13,13,0,0,2.66%,32,32,0,0,0
03/11/2019,7:10 PM,LinkedIn,Text, ,Some Art works from the Art X Modern gallery sponsored by Stanbic IBTC Pension Managers.,"1,490","1,490",0.67%,10,4,4,0,0,0.40%,6,6,0,0,0
03/11/2019,10:07 PM,LinkedIn,Photo, ,Attendees at the Art X talk on Collecting Live.,"1,097","1,097",4.10%,45,17,17,0,1,2.46%,27,27,0,0,0
02/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"#SMETip
Stand out, be different!
","1,138","1,138",2.81%,32,21,21,0,3,0.70%,8,8,0,0,0
02/11/2019,4:00 PM,LinkedIn,Photo,Sophia Amuka,"With your pensions account, you can get more out of life even after retirement. Call 01 271 6000 or email pensionsolution@stanbicibtc.com now to #HappenToLife
","1,329","1,329",2.03%,27,13,13,0,3,0.83%,11,11,0,0,0
01/11/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Out of cash? Use your card instead. Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details. #TGIF
",757,757,1.06%,8,5,5,0,0,0.40%,3,3,0,0,0
01/11/2019,4:03 PM,LinkedIn,Photo, ,"“Clearly today, I saw the future of money, please give a round of applause for Stanbic IBTC !” – Christabel Onyejekwe, Executive Director Business Development, NIBSS
We are still reeling from the remarks of our guests at yesterday’s launch event!
We launched the Stanbic IBTC @ease wallet, an account that uses the last ten digits of your phone number as your account number!
Visit https://lnkd.in/dBzZiqi to learn more. #AtEase
","4,313","4,313",20.03%,864,86,86,3,7,17.81%,768,768,0,0,0
01/11/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"Make sure to leave a good legacee for your loved ones. Call 01 270 6800 or email
SITLAgency@stanbicibtc.com to get started on writing a Will.
","1,363","1,363",1.54%,21,12,12,0,1,0.59%,8,8,0,0,0
31/10/2019,11:17 AM,LinkedIn,Photo,Sophia Amuka,The stage is set as we launch the easiest way to bank! #AtEase,596,596,2.85%,17,8,8,0,0,1.51%,9,9,0,0,0
31/10/2019,11:48 AM,LinkedIn,Video, ,We will be streaming live the Stanbic IBTC @ease wallet. Catch all the fun on Facebook and Instagram Live now! #AtEase,992,992,1.61%,16,8,8,1,2,0.50%,5,5,0,0,0
31/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Join us at our Art X Modern panel session from 4:30PM on 03 November, 2019 and take your first steps towards investing in art.
#MoreThanAnArtFair 
",501,501,2%,10,4,4,0,0,1.20%,6,6,0,0,0
31/10/2019,2:00 PM,LinkedIn,Photo,Sophia Amuka,"Nigeria is our home and we are all about her growth. We were present at the Nigeria Mining week 2019. 
","1,398","1,398",2.07%,29,17,17,0,2,0.72%,10,10,0,0,0
31/10/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Got questions? We can answer them live at the 2019 Lagos International trade fair. Make it a date with us!
",930,930,1.72%,16,9,9,0,0,0.75%,7,7,0,0,0
31/10/2019,5:23 PM,LinkedIn,Photo,Sophia Amuka,"Live above life's surprises and achieve your dreams with a Max Yield Savings account.
To get started, call  0700909909909 or customercarenigeria@stanbicibtc.com",769,769,2.21%,17,10,10,0,3,0.52%,4,4,0,0,0
30/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Do your banking the easy way! Stay tuned for more details! #AtEase
",930,930,2.26%,21,13,13,1,1,0.65%,6,6,0,0,0
30/10/2019,3:03 PM,LinkedIn,Photo, ,We are exactly 8 weeks away from Christmas and 9 weeks from the New Year 2020. What’s your bank balance saying? How your Christmas flex go be? #WealthWednesday,947,947,4.22%,40,19,19,0,1,2.11%,20,20,0,0,0
30/10/2019,3:04 PM,LinkedIn,Photo, ,"Good news is, you can still decide the fate of your Christmas flex by setting some more money aside in your money market account and watching it grow.
#WealthWednesday","1,164","1,164",3.26%,38,15,15,0,1,1.89%,22,22,0,0,0
30/10/2019,3:05 PM,LinkedIn,Photo, ,"Don’t have a mutual fund account yet? You can open one here https://lnkd.in/g9Ptrqg
You’ve worked hard all year and you deserve to relax & enjoy the holidays with some of the money you’ve saved – don’t finish it all though 😉. #WealthWednesday",938,938,3.41%,32,13,13,0,1,1.92%,18,18,0,0,0
29/10/2019,10:01 AM,LinkedIn,Photo,Sophia Amuka,"Having a business account helps to create a structure around your business cashflow and adds another level of accountability when you audit your cashflow. #SMETip
",980,980,1.33%,13,10,10,0,1,0.20%,2,2,0,0,0
29/10/2019,5:00 PM,LinkedIn,Photo,Sophia Amuka,"Let’s help you get the #BestInsuranceDeals to avoid stories that touch. Call 01 277 0394 or email Insurancesolution@stanbicibtc.com for more information.
","1,106","1,106",1.54%,17,7,7,1,3,0.54%,6,6,0,0,0
29/10/2019,8:58 PM,LinkedIn,Photo,Sophia Amuka,"Mark your calendars, an easier way is coming! #AtEase","1,008","1,008",2.98%,30,13,13,1,1,1.49%,15,15,0,0,0
28/10/2019,8:00 AM,LinkedIn,Photo,Sophia Amuka,"No matter how hard life hits you, get back up and keep moving forward. 
#PowerUpMonday #MotivationMonday
","1,517","1,517",2.50%,38,21,21,0,2,0.99%,15,15,0,0,0
28/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"The finest sculptures, paintings and more will be on display at the ART X Modern open art fair. Happening from 02 – 03 November, 2019. #MoreThanAnArtFair 
","1,188","1,188",1.60%,19,11,11,0,1,0.59%,7,7,0,0,0
28/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"Let’s help you with your investment needs. Call 01 280 1266 or email assetmanagement@stanbicibtc.com for more details. 
","1,817","1,817",1.98%,36,15,15,5,2,0.77%,14,14,0,0,0
27/10/2019,12:00 PM,LinkedIn,Video, ,"We are all about giving back value to the community and that is why we walk #Together4Limb. 
","2,104","2,104",2.52%,53,29,29,1,1,1.05%,22,22,0,0,0
26/10/2019,9:00 AM,LinkedIn,Photo,Sophia Amuka,"#CareerTip
Investing in your personal development will help you build your skill set and make you more relevant on the job.
","2,356","2,356",3.27%,77,25,25,3,3,1.95%,46,46,0,0,0
26/10/2019,7:00 PM,LinkedIn,Photo,Sophia Amuka,"Need some emergency cash? Get sorted with our Credit card and have a chilled weekend! Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details. 
","1,105","1,105",1.81%,20,12,12,0,3,0.45%,5,5,0,0,0
25/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"If you’re an art lover, please visit the ART X Modern open art fair between 02 & 03 November, 2019. Proudly sponsored by Stanbic IBTC Pensions. #MoreThanAnArtFair","1,669","1,669",3.30%,55,31,31,0,2,1.32%,22,22,0,0,0
25/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"If old things can retire, you will too. Now is the best time to plan for your retirement and #HappenToLife just as you want it. Call 01 271 6000 or email pensionsolution@stanbicibtc.com for more details. 
","1,116","1,116",1.97%,22,12,12,0,0,0.90%,10,10,0,0,0
24/10/2019,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Today, we celebrate the United Nations as a global symbol of peace, unity and hope and all they have done to make the world a better place. #HappyUnitedNationsDay 
","1,487","1,487",2.49%,37,19,19,0,2,1.08%,16,16,0,0,0
24/10/2019,3:00 PM,LinkedIn,Photo,Sophia Amuka,"If you are in the fashion, IT, movie or music industry, then you are eligible for the Creative Industry Financing Initiative (CIFI) loan. 
Call 0700 909 909 909 or email CustomerCareNigeria@stanbicibtc.com for more details.
","1,990","1,990",3.22%,64,29,29,2,4,1.46%,29,29,0,0,0
24/10/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Now is the perfect time to prepare for your child’s education. Call 01 270 6800 or email sitlagency@stanbicibtc.com for more details.
","1,264","1,264",1.19%,15,10,10,0,0,0.40%,5,5,0,0,0
23/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"Gift your community an Independence Day celebration gift. Nominate them for an economic empowerment CSI project here: bit.ly/SIBTCCommunityDrive #StanbicIBTC30at30
","1,155","1,155",2.25%,26,7,7,0,1,1.56%,18,18,0,0,0
23/10/2019,3:11 PM,LinkedIn,Photo, ,"We have made it easy for you to carry out your pension update here 👉 https://lnkd.in/gA9kSKk 
#DataRecapture #WealthWednesday #CompulsoryInformationUpdate
 ",960,960,3.44%,33,10,10,0,7,1.67%,16,16,0,0,0
23/10/2019,3:12 PM,LinkedIn,Photo, ,"Why do you have to update your information? 
#DataRecapture #WealthWednesday #CompulsoryInformationUpdate 
 ",957,957,2.93%,28,13,13,4,3,0.84%,8,8,0,0,0
23/10/2019,3:13 PM,LinkedIn,Photo, ,"What do you need?
Here are the documents you need to include while updating your information via the information update portal. Click here to start 👉 https://lnkd.in/gA9kSKk
#DataRecapture #WealthWednesday #CompulsoryInformationUpdate","1,956","1,956",5.93%,116,26,26,4,7,4.04%,79,79,0,0,0
23/10/2019,5:22 PM,LinkedIn,Photo,Sophia Amuka,These are your wins as we couldn't have done this without you. Thank you!,"1,268","1,268",3.94%,50,20,20,0,4,2.05%,26,26,0,0,0
22/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Ensure that good customer service is an absolute priority in all your operations. If you look after your customers they will stay loyal, and a loyal customer base is key to business growth. #SMETip
","1,231","1,231",2.76%,34,22,22,0,1,0.89%,11,11,0,0,0
22/10/2019,4:20 PM,LinkedIn,Photo, ,"Join us at 4:30 pm 03 November, 2019 as we discuss investment in art to preserve and generate wealth.
#MovingForward #MoreThanAnArtFair 
 ","1,407","1,407",2.06%,29,18,18,0,0,0.78%,11,11,0,0,0
22/10/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"#HappenToLife with us today for a secured future.  Call 01 271 6000 or email  pensionsolution@stanbicibtc.com to get started.
","1,148","1,148",1.31%,15,8,8,0,2,0.44%,5,5,0,0,0
21/10/2019,7:30 AM,LinkedIn,Photo,Sophia Amuka,"The true test of success isn’t the absence of challenges. Recognize the opportunities those challenge present and make the best of them. 
#PowerUpMonday #MotivationMonday
","2,650","2,650",3.47%,92,43,43,0,6,1.62%,43,43,0,0,0
21/10/2019,1:56 PM,LinkedIn,Video, ,"We call on all lovers of art to join us at this year’s Art X Modern from 02 - 03 November 2019. 
#MovingForward #MoreThanAnArtFair","1,314","1,314",1.07%,14,5,5,2,2,0.38%,5,5,1,1,0
21/10/2019,5:01 PM,LinkedIn,Photo,Sophia Amuka,"Wouldn’t you like to know your investment personality? Risk taker or not, get the best and most suitable investment advice specifically for you. To get started, click here: https://lnkd.in/gwCSr8y. 
#NeverStopInvesting.
",996,996,1.81%,18,7,7,0,0,1.10%,11,11,0,0,0
20/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"An investment in education pays the best dividends and that is why you should nominate your community for a CSI project here: bit.ly/SIBTCCommunityDrive #StanbicIBTC30at30
","3,076","3,076",3.97%,122,35,35,18,2,2.18%,67,67,0,0,0
19/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"#CareerTip
It is important to grow your skills, proving to yourself what you can really do, as well as finding new solutions and breakthrough ideas.
","1,410","1,410",2.48%,35,15,15,0,1,1.35%,19,19,0,0,0
19/10/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Will you be prepared when the unexpected comes? Let Stanbic IBTC Insurance brokers help you prepare for the rainy day. Call 01 277 0394 or email insurancesolution@stanbicibtc.com
","1,709","1,709",2.11%,36,16,16,0,2,1.05%,18,18,0,0,0
18/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Peace of mind, knowing that your wealth will be distributed to the right people after your demise. Call 01 270 6800 or email
SITLAgency@stanbicibtc.com to know more.
","1,339","1,339",2.02%,27,12,12,0,2,0.97%,13,13,0,0,0
18/10/2019,1:06 PM,LinkedIn,Video, ,"The 10th Standard Bank West Africa Investors' Conference is our way of helping both investors and companies seeking investments with the right tools, information and financing in the quest to drive economic growth in Nigeria and Africa.
#FlashbackFriday ",0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/10/2019,1:36 PM,LinkedIn,Video, ,"The 10th Standard Bank West Africa Investors' Conference is our way of helping both investors and companies seeking investments with the right tools, information and financing in the quest to drive economic growth in Nigeria and Africa.
#FlashbackFriday ","1,531","1,531",2.02%,31,16,16,1,1,0.85%,13,13,0,0,0
18/10/2019,5:30 PM,LinkedIn,Photo,Sophia Amuka,"#TGIF!! Don’t forget to go cashless today. Head out with your debit card for quick and easy payment.
",984,984,2.95%,29,16,16,0,1,1.22%,12,12,0,0,0
17/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"The Nigerian private sector ended the third quarter of the year on a strong note. 
Here are the major highlights. #TBT",0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"A healthy population is a productive population. Nominate your community for a health based CSI project here: bit.ly/SIBTCCommunityDrive #StanbicIBTC30at30
",822,822,1.82%,15,7,7,1,0,0.85%,7,7,0,0,0
17/10/2019,2:01 PM,LinkedIn,Photo,Sophia Amuka,"The Nigerian private sector ended the third quarter of the year on a strong note. 
Here are the major highlights. ",716,716,2.65%,19,6,6,0,0,1.82%,13,13,0,0,0
17/10/2019,5:31 PM,LinkedIn,Photo,Sophia Amuka,"Our dedicated personnel are always available to attend to your enquiries and proffer satisfactory resolutions. Speak with us today on 01 422 8855 or email IBenquiries@stanbicibtc.com.
","1,803","1,803",3.49%,63,20,20,6,1,2%,36,36,0,0,0
16/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"Perform your online transactions on the go with #APPyness. Quick and easy does the trick!  
",899,899,2.45%,22,15,15,0,2,0.56%,5,5,0,0,0
16/10/2019,3:26 PM,LinkedIn,Photo, ,"What is an Escrow service? 
An arrangement where an independent party is appointed to hold funds and/or documents on behalf of two parties doing business together until certain pre-agreed terms and conditions are met. #WealthWednesday
 ",747,747,3.08%,23,6,6,1,1,2.01%,15,15,0,0,0
16/10/2019,3:27 PM,LinkedIn,Photo, ,In what circumstance would you need an Escrow service? #WealthWednesday ,625,625,2.08%,13,4,4,0,2,1.12%,7,7,0,0,0
16/10/2019,3:29 PM,LinkedIn,Photo, ,Who are Escrow agents? #WealthWednesday ,843,843,2.02%,17,8,8,0,2,0.83%,7,7,0,0,0
16/10/2019,3:30 PM,LinkedIn,Photo, ,Why do you need an Escrow agent? #WealthWednesday ,735,735,1.22%,9,4,4,0,2,0.41%,3,3,0,0,0
16/10/2019,3:32 PM,LinkedIn,Photo, ,Are you a Mr. Z or do you represent a P limited? Contact Stanbic IBTC Trustees Limited for Escrow Agency solutions today. Call 01- 2706800 or email sitlagency@stanbicibtc.com for more information. #WealthWednesday ,"1,110","1,110",1.98%,22,10,10,0,1,0.99%,11,11,0,0,0
16/10/2019,3:32 PM,LinkedIn,Photo, ,In what circumstances will an Escrow agency work? #WealthWednesday ,"1,372","1,372",8.09%,111,15,15,3,3,6.56%,90,90,0,0,0
15/10/2019,10:00 AM,LinkedIn,Photo,Sophia Amuka,"#ThoughtsonTuesday
If you knew you could not fail, what would you do?
","1,691","1,691",2.54%,43,24,24,2,4,0.77%,13,13,0,0,0
15/10/2019,6:00 PM,LinkedIn,Photo,Sophia Amuka,"Get your health insured with the #BestInsuranceDeals. Contact us on 01 277 0394 or email insurancesolution@stanbicibtc.com to get started.
",705,705,1.28%,9,6,6,0,1,0.28%,2,2,0,0,0
14/10/2019,8:00 AM,LinkedIn,Photo,Sophia Amuka,"Create the most beautiful and exciting future you can imagine. It’s all in your hands! #PowerUpMonday #MotivationMonday
","1,001","1,001",2.90%,29,14,14,1,2,1.20%,12,12,0,0,0
14/10/2019,12:00 PM,LinkedIn,Photo,Sophia Amuka,"As we celebrate 59 good years of Independence, now is a good time to help your local community move forward. Nominate here: bit.ly/SIBTCCommunityDrive #StanbicIBTC30at30
","1,609","1,609",1.86%,30,13,13,0,2,0.93%,15,15,0,0,0
